id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,completed_t2
240,1,LT2710,2,22,1,0,0,0,0,1,1,2,4.0,1,1.0,2.0,4.0,3.0,4.0,5.0,10,3.0,5.0,10.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,5.0,3.0,7.0,6.0,6.0,6.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,5,2.0,5.0,4.0,4.0,3.0,3.0,7.0,1.0,7.0,6.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,0
241,0,LT2904,2,32,0,0,1,0,0,2,3,3,1.0,4,3.0,2.0,1.0,0.0,5.0,2.0,2,2.4,2.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,6.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,1.0,3,1.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,1
242,0,LU0403,2,31,0,1,1,0,0,2,3,3,3.0,2,2.0,4.0,4.0,2.0,4.0,0.0,43,6.6,3.0,48.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,7.0,3.0,4.0,5.0,4.0,1.0,5.0,5.0,3.0,7.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,5.0,2.0,7,4.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,2.0,3.0,2.0,5.0,4.0,3.0,1
243,1,luot123,0,20,1,1,0,0,0,2,3,2,1.0,3,1.0,1.0,1.0,0.0,3.0,2.0,5,1.6,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4,0.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,0
244,1,luotq,0,18,1,0,0,1,0,1,1,4,1.0,1,1.0,3.0,2.0,3.0,3.0,4.0,2,1.7,2.0,7.0,3.0,5.0,3.0,7.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0,6.0,4.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,3.0,7,5.0,3.0,4.0,4.0,4.0,6.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,0
245,1,luotqua,0,18,1,0,0,0,0,2,3,1,2.0,1,1.0,1.0,2.0,0.0,3.0,2.0,16,1.7,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,1.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,0
246,0,LW2708,0,31,1,0,1,0,0,2,3,3,1.0,1,1.0,4.0,4.0,3.0,3.0,3.0,11,13.1,4.0,10.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,2.0,1,1.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,4.0,2.0,5.0,4.0,4.0,1
247,0,LX1002,0,26,1,0,1,1,0,2,2,2,2.0,1,3.0,2.0,2.0,1.0,5.0,2.0,2,2.7,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,3.0,6.0,5.0,5.0,7.0,4.0,4.0,1.0,5.0,4.0,4.0,6.0,6.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,2,0.0,0.0,3.0,1.0,2.0,3.0,6.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,1
248,0,LY1308,1,24,1,1,1,0,0,2,4,1,4.0,3,1.0,3.0,3.0,4.0,4.0,4.0,11,10.4,3.0,8.0,3.0,3.0,6.0,4.0,4.0,2.0,5.0,4.0,6.0,3.0,4.0,6.0,4.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,1.0,6.0,2.0,2.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,1.0,7,3.0,5.0,5.0,4.0,6.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,1.0,2.0,4.0,3.0,3.0,1
249,0,LY2106,2,32,0,1,0,0,0,2,3,3,3.0,1,2.0,3.0,3.0,2.0,5.0,4.0,12,3.7,3.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,7.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,1.0,14,3.0,4.0,4.0,5.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,1
250,0,MA2203,2,23,1,0,0,0,0,2,3,3,2.0,1,1.0,2.0,2.0,1.0,3.0,3.0,10,7.2,2.0,4.0,2.0,2.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,1.0,6.0,3.0,3.0,7.0,6.0,5.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,1.0,6,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1
251,0,MA2805,2,30,1,0,0,0,0,2,3,3,3.0,1,1.0,,4.0,3.0,5.0,4.0,19,12.4,4.0,17.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,3.0,5.0,2.0,2.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,2,1.0,4.0,5.0,3.0,4.0,3.0,6.0,2.0,5.0,4.0,5.0,6.0,3.0,4.0,2.0,2.0,2.0,1
252,0,mail03,2,35,0,1,0,1,0,2,3,1,4.0,1,2.0,2.0,3.0,0.0,3.0,3.0,6,1.9,3.0,5.0,3.0,2.0,4.0,6.0,5.0,6.0,7.0,4.0,5.0,3.0,4.0,2.0,6.0,7.0,4.0,7.0,3.0,7.0,2.0,4.0,4.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,5.0,4.0,1.0,3,2.0,1.0,4.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,5.0,6.0,5.0,5.0,3.0,4.0,3.0,1
253,0,ME3101,2,25,1,1,1,0,0,2,2,3,1.0,2,2.0,3.0,3.0,3.0,5.0,3.0,16,6.4,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,1,3.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,1
254,1,met,0,19,1,0,0,0,0,1,1,1,2.0,2,5.0,3.0,3.0,3.0,3.0,2.0,10,11.0,5.0,19.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,3.0,7.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,6.0,3.0,4.0,5.0,3.0,2.0,2.0,0,0.0,1.0,3.0,3.0,3.0,1.0,4.0,7.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0
255,1,met123,0,22,1,0,0,1,0,2,3,1,2.0,2,1.0,3.0,5.0,3.0,1.0,0.0,9,11.4,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,7.0,4.0,5.0,4.0,3.0,3.0,5.0,6.0,5.0,5.0,7.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4,1.0,3.0,3.0,3.0,7.0,5.0,3.0,5.0,3.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,3.0,0
256,1,metq,0,21,1,0,1,1,0,1,3,2,2.0,1,3.0,4.0,4.0,3.0,4.0,5.0,15,6.1,5.0,17.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,5.0,6.0,4.0,6.0,6.0,5.0,2.0,3.0,4.0,6.0,0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,7.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,0
257,1,metqua,0,21,1,1,1,0,0,2,3,2,2.0,1,1.0,1.0,2.0,4.0,4.0,0.0,4,2.7,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,0
258,0,MG0906,0,25,0,1,0,1,0,2,1,2,3.0,1,2.0,1.0,1.0,2.0,4.0,3.0,3,0.7,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,7.0,4.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,6.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2,3.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,1
259,0,MG1803,2,31,0,0,1,1,0,2,4,5,1.0,1,3.0,4.0,4.0,0.0,2.0,1.0,12,5.2,3.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,7.0,4.0,5.0,5.0,5.0,7.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,1
260,0,MG2512,0,29,0,1,0,0,0,2,4,4,4.0,1,2.0,2.0,2.0,2.0,5.0,3.0,5,3.6,2.0,7.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,7.0,6.0,5.0,6.0,2.0,7.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0,1,3.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,1
261,0,MI1312,2,24,0,0,1,0,0,1,3,3,3.0,1,3.0,2.0,2.0,0.0,4.0,3.0,25,5.1,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,6.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,1
262,0,MI1705,2,28,1,0,1,0,0,1,3,3,3.0,1,3.0,1.0,1.0,1.0,5.0,2.0,2,1.9,1.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,1,1.0,1.0,4.0,1.0,4.0,2.0,2.0,6.0,2.0,4.0,6.0,4.0,4.0,3.0,3.0,4.0,3.0,1
263,0,MI2208,2,24,0,1,0,0,0,2,3,1,4.0,4,2.0,3.0,4.0,2.0,4.0,0.0,4,3.1,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,6.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,2,4.0,5.0,5.0,4.0,6.0,3.0,5.0,2.0,6.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,1
264,0,MI2708,2,24,1,0,0,0,0,2,3,3,1.0,3,1.0,1.0,2.0,3.0,5.0,4.0,3,1.0,1.0,6.0,1.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,6.0,6.0,5.0,7.0,2.0,7.0,2.0,6.0,4.0,2.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,5.0,5.0,2.0,6,5.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,1
265,1,MJ2201,2,19,1,0,0,0,0,2,3,2,1.0,2,1.0,1.0,2.0,1.0,5.0,2.0,5,1.8,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,3.0,5.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,2.0,1.0,0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,0
266,0,MK0108,1,30,0,0,1,0,0,2,3,3,4.0,3,3.0,2.0,2.0,0.0,5.0,4.0,11,2.9,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,7.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,1.0,0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,7.0,3.0,3.0,2.0,4.0,4.0,4.0,1
267,1,mmmmm,0,19,1,0,0,1,0,1,3,4,2.0,2,1.0,2.0,1.0,2.0,2.0,2.0,7,1.4,1.0,1.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,6.0,4.0,4.0,5.0,5.0,3.0,4.0,6.0,2.0,6.0,5.0,1.0,4.0,4.0,7.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,6.0,6.0,0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,7.0,3.0,7.0,4.0,6.0,3.0,4.0,1.0,3.0,4.0,0
268,1,mnbv,0,19,1,1,0,0,0,1,1,2,1.0,2,1.0,3.0,4.0,2.0,3.0,2.0,17,2.9,4.0,21.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4,3.0,2.0,3.0,4.0,4.0,7.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,0
269,1,mnbvc,0,19,1,0,0,0,0,2,3,2,2.0,1,1.0,2.0,1.0,0.0,3.0,2.0,6,2.7,2.0,3.0,2.0,5.0,5.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,6.0,4.0,3.0,6.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,5,1.0,0.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,7.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,0
270,1,mnbvcxz,0,22,0,1,1,1,0,1,3,1,1.0,1,2.0,3.0,2.0,0.0,2.0,1.0,12,9.7,3.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,7.0,5.0,6.0,5.0,2.0,6.0,5.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,7.0,5.0,6.0,5.0,3.0,6.0,2.0,7.0,4.0,4.0,3.0,1,0.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,0
271,0,MO0107,1,23,1,1,0,1,0,2,3,3,4.0,1,1.0,4.0,5.0,4.0,2.0,0.0,24,6.3,5.0,5.0,4.0,3.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,2.0,6.0,3.0,6.0,6.0,4.0,5.0,3.0,6.0,2.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,6.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,14,5.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,4.0,5.0,2.0,3.0,3.0,3.0,1
272,0,MQ0000,2,26,1,1,0,1,0,1,3,3,4.0,2,1.0,4.0,3.0,3.0,2.0,3.0,12,5.7,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,6.0,2.0,5.0,6.0,6.0,6.0,3.0,6.0,1.0,5.0,6.0,3.0,7.0,7.0,5.0,4.0,6.0,5.0,6.0,2.0,2.0,4.0,6.0,2.0,4,3.0,3.0,3.0,4.0,4.0,4.0,3.0,6.0,3.0,2.0,6.0,4.0,3.0,2.0,3.0,4.0,3.0,1
273,0,MT2102,2,31,1,1,0,0,0,2,3,3,4.0,2,1.0,1.0,3.0,1.0,2.0,3.0,6,5.0,3.0,6.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,3,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,0
274,0,MVT2791,2,29,0,1,1,0,0,2,3,3,3.0,2,2.0,4.0,2.0,4.0,5.0,3.0,40,5.0,2.0,20.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,3,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,0
275,0,MY1411,0,24,1,0,0,0,0,2,2,2,2.0,3,1.0,4.0,4.0,2.0,5.0,1.0,39,8.3,3.0,10.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,3,1.0,1.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1
276,1,MĐ2405,2,23,0,1,0,0,0,1,3,8,2.0,2,2.0,1.0,1.0,1.0,4.0,2.0,5,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,6.0,2.0,3.0,5.0,6.0,4.0,6.0,6.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,1.0,0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,6.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,0
277,0,NA1308,2,25,1,0,0,0,0,2,3,3,,1,5.0,2.0,2.0,1.0,3.0,2.0,5,6.2,1.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,5.0,6.0,3.0,2.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,1.0,2,2.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,1
278,0,NA1903,2,26,0,1,0,0,0,1,4,3,3.0,2,2.0,1.0,1.0,2.0,4.0,3.0,13,2.9,1.0,5.0,1.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,6.0,4.0,4.0,7.0,2.0,3.0,5.0,6.0,6.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,3,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,1
279,0,NA2611,1,27,1,0,0,1,0,2,3,3,2.0,2,1.0,,4.0,4.0,3.0,4.0,10,6.4,4.0,10.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,3.0,3.0,5.0,2.0,1.0,1,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,1
280,0,NAMNAM,2,25,1,1,1,0,0,2,1,3,2.0,1,2.0,4.0,4.0,2.0,5.0,4.0,5,10.3,3.0,14.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,7.0,6.0,6.0,3.0,6.0,2.0,5.0,7.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,5.0,1.0,2,3.0,3.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,1
281,0,NAMWASTON,2,22,1,1,0,0,0,1,3,3,3.0,2,1.0,3.0,2.0,2.0,4.0,3.0,20,3.0,2.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,6.0,3.0,2.0,5.0,6.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,3,3.0,2.0,3.0,4.0,4.0,5.0,3.0,6.0,4.0,3.0,6.0,4.0,3.0,3.0,3.0,3.0,2.0,0
282,1,NC0408,0,20,1,1,0,0,0,1,3,1,1.0,1,1.0,1.0,1.0,1.0,5.0,3.0,4,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,6.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,0,0.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,0
283,0,NCT001,1,28,1,0,0,1,0,2,1,8,4.0,3,1.0,4.0,4.0,4.0,1.0,0.0,10,7.4,3.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,1.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,1
284,0,NE1101,2,25,1,1,0,1,0,1,2,3,3.0,3,1.0,3.0,4.0,1.0,5.0,4.0,2,11.4,3.0,9.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,1.0,5,1.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,1
285,0,NE2901,2,30,0,1,0,1,0,2,3,3,4.0,1,2.0,3.0,3.0,1.0,3.0,5.0,28,4.6,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,6.0,4.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,6.0,4.0,5.0,3.0,1.0,1,3.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,6.0,2.0,4.0,5.0,4.0,2.0,3.0,1
286,1,ngudi,0,21,1,1,0,0,0,2,3,1,1.0,1,1.0,2.0,3.0,3.0,4.0,3.0,12,5.8,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2,1.0,1.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,0
287,1,ngunghe,0,18,1,1,1,0,0,2,4,1,,2,3.0,4.0,5.0,4.0,2.0,0.0,2,5.7,5.0,12.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,9,4.0,5.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,0
